,query_no,query,question_rank,question,click_history,explanation,class_1,class_2,class_3,class_4
123,6,Albuterol,9,What exercises remove mucus from the lungs?,"['What does albuterol actually do?', 'Can albuterol cause diarrhea?', 'How fast does albuterol work?', 'How long do you hold albuterol in your lungs?', 'Can my lungs become dependent on albuterol?', 'What is an alternative to albuterol?', 'How can I clear my lungs without albuterol?', 'What drink is good for asthma?', 'What tea is good for clearing lungs?']",,,,,
124,7,Losartan,0,Can losartan cause a cough?,[],,,,,
125,7,Losartan,1,What are the two worst blood pressure medications?,['Can losartan cause a cough?'],,,,,
126,7,Losartan,2,What is the safest blood pressure pill?,"['Can losartan cause a cough?', 'What are the two worst blood pressure medications?']",,,,,
127,7,Losartan,3,Is losartan safe?,"['Can losartan cause a cough?', 'What are the two worst blood pressure medications?', 'What is the safest blood pressure pill?']",,,,,
128,7,Losartan,4,"Which is safer, lisinopril or losartan?","['Can losartan cause a cough?', 'What are the two worst blood pressure medications?', 'What is the safest blood pressure pill?', 'Is losartan safe?']",,,,,
129,7,Losartan,5,What are the most common side effects of losartan?,"['Can losartan cause a cough?', 'What are the two worst blood pressure medications?', 'What is the safest blood pressure pill?', 'Is losartan safe?', 'Which is safer, lisinopril or losartan?']",,,,,
130,7,Losartan,6,Can losartan cause hair loss?,"['Can losartan cause a cough?', 'What are the two worst blood pressure medications?', 'What is the safest blood pressure pill?', 'Is losartan safe?', 'Which is safer, lisinopril or losartan?', 'What are the most common side effects of losartan?']",,,,,
131,7,Losartan,7,Can losartan cause nightmares?,"['Can losartan cause a cough?', 'What are the two worst blood pressure medications?', 'What is the safest blood pressure pill?', 'Is losartan safe?', 'Which is safer, lisinopril or losartan?', 'What are the most common side effects of losartan?', 'Can losartan cause hair loss?']",,,,,
132,7,Losartan,8,What is the warning about losartan?,"['Can losartan cause a cough?', 'What are the two worst blood pressure medications?', 'What is the safest blood pressure pill?', 'Is losartan safe?', 'Which is safer, lisinopril or losartan?', 'What are the most common side effects of losartan?', 'Can losartan cause hair loss?', 'Can losartan cause nightmares?']",,,,,
133,7,Losartan,9,How long does losartan stay in your system?,"['Can losartan cause a cough?', 'What are the two worst blood pressure medications?', 'What is the safest blood pressure pill?', 'Is losartan safe?', 'Which is safer, lisinopril or losartan?', 'What are the most common side effects of losartan?', 'Can losartan cause hair loss?', 'Can losartan cause nightmares?', 'What is the warning about losartan?']",,,,,
134,7,Losartan,0,Can you take losartan and amlodipine together?,[],,,,,
135,7,Losartan,1,Which is better between losartan and amlodipine?,['Can you take losartan and amlodipine together?'],,,,,
136,7,Losartan,2,What is the major side effect of amlodipine?,"['Can you take losartan and amlodipine together?', 'Which is better between losartan and amlodipine?']",,,,,
137,7,Losartan,3,What organ is amlodipine hard on?,"['Can you take losartan and amlodipine together?', 'Which is better between losartan and amlodipine?', 'What is the major side effect of amlodipine?']",,,,,
138,7,Losartan,4,What does amlodipine do to your arteries?,"['Can you take losartan and amlodipine together?', 'Which is better between losartan and amlodipine?', 'What is the major side effect of amlodipine?', 'What organ is amlodipine hard on?']",,,,,
139,7,Losartan,5,Does amlodipine raise your cholesterol?,"['Can you take losartan and amlodipine together?', 'Which is better between losartan and amlodipine?', 'What is the major side effect of amlodipine?', 'What organ is amlodipine hard on?', 'What does amlodipine do to your arteries?']",,,,,
140,7,Losartan,6,Can losartan cause high triglycerides?,"['Can you take losartan and amlodipine together?', 'Which is better between losartan and amlodipine?', 'What is the major side effect of amlodipine?', 'What organ is amlodipine hard on?', 'What does amlodipine do to your arteries?', 'Does amlodipine raise your cholesterol?']",,,,,
141,7,Losartan,7,"Which is worse, high blood pressure or high cholesterol?","['Can you take losartan and amlodipine together?', 'Which is better between losartan and amlodipine?', 'What is the major side effect of amlodipine?', 'What organ is amlodipine hard on?', 'What does amlodipine do to your arteries?', 'Does amlodipine raise your cholesterol?', 'Can losartan cause high triglycerides?']",,,,,
142,7,Losartan,8,How does your body feel when your cholesterol is too high?,"['Can you take losartan and amlodipine together?', 'Which is better between losartan and amlodipine?', 'What is the major side effect of amlodipine?', 'What organ is amlodipine hard on?', 'What does amlodipine do to your arteries?', 'Does amlodipine raise your cholesterol?', 'Can losartan cause high triglycerides?', 'Which is worse, high blood pressure or high cholesterol?']",,,,,
143,7,Losartan,9,How did I reduce my cholesterol without statins?,"['Can you take losartan and amlodipine together?', 'Which is better between losartan and amlodipine?', 'What is the major side effect of amlodipine?', 'What organ is amlodipine hard on?', 'What does amlodipine do to your arteries?', 'Does amlodipine raise your cholesterol?', 'Can losartan cause high triglycerides?', 'Which is worse, high blood pressure or high cholesterol?', 'How does your body feel when your cholesterol is too high?']",,,,,
144,8,Omeprazole,0,What does omeprazole do for you?,[],,,,,
145,8,Omeprazole,1,Can I take famotidine and omeprazole together?,['What does omeprazole do for you?'],,,,,
146,8,Omeprazole,2,What to avoid when taking omeprazole?,"['What does omeprazole do for you?', 'Can I take famotidine and omeprazole together?']",,,,,
147,8,Omeprazole,3,Why shouldn't you lie down after taking omeprazole?,"['What does omeprazole do for you?', 'Can I take famotidine and omeprazole together?', 'What to avoid when taking omeprazole?']",,,,,
148,8,Omeprazole,4,Can omeprazole mess with sleep?,"['What does omeprazole do for you?', 'Can I take famotidine and omeprazole together?', 'What to avoid when taking omeprazole?', ""Why shouldn't you lie down after taking omeprazole?""]",,,,,
149,8,Omeprazole,5,Does omeprazole cause hair loss?,"['What does omeprazole do for you?', 'Can I take famotidine and omeprazole together?', 'What to avoid when taking omeprazole?', ""Why shouldn't you lie down after taking omeprazole?"", 'Can omeprazole mess with sleep?']",,,,,
150,8,Omeprazole,6,How to get off omeprazole?,"['What does omeprazole do for you?', 'Can I take famotidine and omeprazole together?', 'What to avoid when taking omeprazole?', ""Why shouldn't you lie down after taking omeprazole?"", 'Can omeprazole mess with sleep?', 'Does omeprazole cause hair loss?']",,,,,
151,8,Omeprazole,7,Is it better to take omeprazole 20 or 40?,"['What does omeprazole do for you?', 'Can I take famotidine and omeprazole together?', 'What to avoid when taking omeprazole?', ""Why shouldn't you lie down after taking omeprazole?"", 'Can omeprazole mess with sleep?', 'Does omeprazole cause hair loss?', 'How to get off omeprazole?']",,,,,
152,8,Omeprazole,8,Can acid reflux make you feel weak and shaky?,"['What does omeprazole do for you?', 'Can I take famotidine and omeprazole together?', 'What to avoid when taking omeprazole?', ""Why shouldn't you lie down after taking omeprazole?"", 'Can omeprazole mess with sleep?', 'Does omeprazole cause hair loss?', 'How to get off omeprazole?', 'Is it better to take omeprazole 20 or 40?']",,,,,
153,8,Omeprazole,9,How to test stomach acid at home?,"['What does omeprazole do for you?', 'Can I take famotidine and omeprazole together?', 'What to avoid when taking omeprazole?', ""Why shouldn't you lie down after taking omeprazole?"", 'Can omeprazole mess with sleep?', 'Does omeprazole cause hair loss?', 'How to get off omeprazole?', 'Is it better to take omeprazole 20 or 40?', 'Can acid reflux make you feel weak and shaky?']",,,,,
154,8,Omeprazole,0,Can omeprazole cause nausea?,[],,,,,
155,8,Omeprazole,1,Is omeprazole safe for babies?,['Can omeprazole cause nausea?'],,,,,
156,8,Omeprazole,2,When does reflux peak?,"['Can omeprazole cause nausea?', 'Is omeprazole safe for babies?']",,,,,
157,8,Omeprazole,3,What age is reflux the worst?,"['Can omeprazole cause nausea?', 'Is omeprazole safe for babies?', 'When does reflux peak?']",,,,,
158,8,Omeprazole,4,Will I have acid reflux for life?,"['Can omeprazole cause nausea?', 'Is omeprazole safe for babies?', 'When does reflux peak?', 'What age is reflux the worst?']",,,,,
159,8,Omeprazole,5,What is the best breakfast for acid reflux?,"['Can omeprazole cause nausea?', 'Is omeprazole safe for babies?', 'When does reflux peak?', 'What age is reflux the worst?', 'Will I have acid reflux for life?']",,,,,
160,8,Omeprazole,6,Is bread bad for acid reflux?,"['Can omeprazole cause nausea?', 'Is omeprazole safe for babies?', 'When does reflux peak?', 'What age is reflux the worst?', 'Will I have acid reflux for life?', 'What is the best breakfast for acid reflux?']",,,,,
161,8,Omeprazole,7,Is pasta ok for acid reflux?,"['Can omeprazole cause nausea?', 'Is omeprazole safe for babies?', 'When does reflux peak?', 'What age is reflux the worst?', 'Will I have acid reflux for life?', 'What is the best breakfast for acid reflux?', 'Is bread bad for acid reflux?']",,,,,
162,8,Omeprazole,8,What sweets can I eat with acid reflux?,"['Can omeprazole cause nausea?', 'Is omeprazole safe for babies?', 'When does reflux peak?', 'What age is reflux the worst?', 'Will I have acid reflux for life?', 'What is the best breakfast for acid reflux?', 'Is bread bad for acid reflux?', 'Is pasta ok for acid reflux?']",,,,,
163,8,Omeprazole,9,Can I eat popcorn if I have GERD?,"['Can omeprazole cause nausea?', 'Is omeprazole safe for babies?', 'When does reflux peak?', 'What age is reflux the worst?', 'Will I have acid reflux for life?', 'What is the best breakfast for acid reflux?', 'Is bread bad for acid reflux?', 'Is pasta ok for acid reflux?', 'What sweets can I eat with acid reflux?']",,,,,
164,9,Gabapentin,0,What is gabapentin mainly prescribed for?,[],,,,,
165,9,Gabapentin,1,Can gabapentin cause seizures?,['What is gabapentin mainly prescribed for?'],,,,,
166,9,Gabapentin,2,What is the strongest drug for nerve pain?,"['What is gabapentin mainly prescribed for?', 'Can gabapentin cause seizures?']",,,,,
167,9,Gabapentin,3,What is the new pain medication for chronic pain?,"['What is gabapentin mainly prescribed for?', 'Can gabapentin cause seizures?', 'What is the strongest drug for nerve pain?']",,,,,
168,9,Gabapentin,4,Is Toradol a narcotic?,"['What is gabapentin mainly prescribed for?', 'Can gabapentin cause seizures?', 'What is the strongest drug for nerve pain?', 'What is the new pain medication for chronic pain?']",,,,,
169,9,Gabapentin,5,What pill is equivalent to Toradol?,"['What is gabapentin mainly prescribed for?', 'Can gabapentin cause seizures?', 'What is the strongest drug for nerve pain?', 'What is the new pain medication for chronic pain?', 'Is Toradol a narcotic?']",,,,,
170,9,Gabapentin,6,What is the new name for Toradol?,"['What is gabapentin mainly prescribed for?', 'Can gabapentin cause seizures?', 'What is the strongest drug for nerve pain?', 'What is the new pain medication for chronic pain?', 'Is Toradol a narcotic?', 'What pill is equivalent to Toradol?']",,,,,
