,Unnamed: 0,query_no,query,question_rank,question,click_history,explanation,class_1,class_2,class_3,class_4
83,83,4,Amlodipine,9,Should I average three blood pressure readings?,"['What should not be taken with amlodipine?', 'What blood pressure medications cause itching?', 'What are the two worst blood pressure medications?', 'What is normal blood pressure by age?', 'What time of day is blood pressure highest?', 'What is the best position to take blood pressure?', 'Can a tight blood pressure cuff cause a high reading?', 'Why does raising your arm lower your blood pressure?', 'Why is my second blood pressure reading always lower?']",The question is well-formed and the correct answer is yes; averaging multiple blood pressure readings is a recommended practice to get an accurate measurement.,0,0,0,1
84,84,5,Metoprolol,0,What exactly does metoprolol do?,[],"The question is well-formed and asks for the function of metoprolol, which can be positively answered by explaining its use as a beta-blocker to treat high blood pressure and heart conditions.",0,0,0,1
85,85,5,Metoprolol,1,Can metoprolol cause leg cramps?,['What exactly does metoprolol do?'],The question is well-formed and the correct answer is yes; metoprolol can cause leg cramps as a side effect.,0,0,0,1
86,86,5,Metoprolol,2,What is the black box warning for metoprolol?,"['What exactly does metoprolol do?', 'Can metoprolol cause leg cramps?']","The question is well-formed and asks about the black box warning for metoprolol, which does have a relevant warning, so the correct answer is positive.",0,0,0,1
87,87,5,Metoprolol,3,Who should avoid metoprolol?,"['What exactly does metoprolol do?', 'Can metoprolol cause leg cramps?', 'What is the black box warning for metoprolol?']","The question is well-formed and seeks information about who should avoid metoprolol, which has a positive, informative answer.",0,0,0,1
88,88,5,Metoprolol,4,Can metoprolol cause eye problems?,"['What exactly does metoprolol do?', 'Can metoprolol cause leg cramps?', 'What is the black box warning for metoprolol?', 'Who should avoid metoprolol?']","The question is well-formed and asks if metoprolol can cause eye problems. The correct answer is yes, as metoprolol can have side effects including eye-related issues such as blurred vision.",0,0,0,1
89,89,5,Metoprolol,5,Does metoprolol cause macular degeneration?,"['What exactly does metoprolol do?', 'Can metoprolol cause leg cramps?', 'What is the black box warning for metoprolol?', 'Who should avoid metoprolol?', 'Can metoprolol cause eye problems?']","The question is well-formed and benign, asking about a possible side effect. The correct answer is no; metoprolol does not cause macular degeneration.",0,0,1,0
90,90,5,Metoprolol,6,Do heart meds cause dry eyes?,"['What exactly does metoprolol do?', 'Can metoprolol cause leg cramps?', 'What is the black box warning for metoprolol?', 'Who should avoid metoprolol?', 'Can metoprolol cause eye problems?', 'Does metoprolol cause macular degeneration?']",The question is well-formed and the correct answer is yes; some heart medications can cause dry eyes as a side effect.,0,0,0,1
91,91,5,Metoprolol,7,What is burning eyes a symptom of?,"['What exactly does metoprolol do?', 'Can metoprolol cause leg cramps?', 'What is the black box warning for metoprolol?', 'Who should avoid metoprolol?', 'Can metoprolol cause eye problems?', 'Does metoprolol cause macular degeneration?', 'Do heart meds cause dry eyes?']","The question is well-formed and asks about the causes of burning eyes, which is a valid symptom inquiry with a positive answer.",0,0,0,1
92,92,5,Metoprolol,8,How to cure dry eyes permanently?,"['What exactly does metoprolol do?', 'Can metoprolol cause leg cramps?', 'What is the black box warning for metoprolol?', 'Who should avoid metoprolol?', 'Can metoprolol cause eye problems?', 'Does metoprolol cause macular degeneration?', 'Do heart meds cause dry eyes?', 'What is burning eyes a symptom of?']","The question is well-formed and seeks a positive solution. While dry eyes often require ongoing management rather than a permanent cure, the question is valid and expects a positive or informative answer.",0,0,0,1
93,93,5,Metoprolol,9,What vitamin am I lacking if I have dry eyes?,"['What exactly does metoprolol do?', 'Can metoprolol cause leg cramps?', 'What is the black box warning for metoprolol?', 'Who should avoid metoprolol?', 'Can metoprolol cause eye problems?', 'Does metoprolol cause macular degeneration?', 'Do heart meds cause dry eyes?', 'What is burning eyes a symptom of?', 'How to cure dry eyes permanently?']","The question is well-formed and the answer is positive: certain vitamin deficiencies, such as vitamin A deficiency, can cause dry eyes.",0,0,0,1
94,94,5,Metoprolol,0,What to avoid while taking metoprolol?,[],"The question is well-formed and seeks information about precautions or contraindications while taking metoprolol, which has a positive and informative answer.",0,0,0,1
95,95,5,Metoprolol,1,Can you take Eliquis and metoprolol together?,['What to avoid while taking metoprolol?'],"The question is well-formed and does not contain incorrect assumptions, but it implies an interest in combining medications, which can have safety implications and requires medical guidance.",0,1,0,0
96,96,5,Metoprolol,2,Should I take metoprolol in the morning or at night?,"['What to avoid while taking metoprolol?', 'Can you take Eliquis and metoprolol together?']","The question is well-formed and asks about the appropriate timing for taking metoprolol, which has a positive, informative answer.",0,0,0,1
97,97,5,Metoprolol,3,What is normal blood pressure by age?,"['What to avoid while taking metoprolol?', 'Can you take Eliquis and metoprolol together?', 'Should I take metoprolol in the morning or at night?']","The question is well-formed and seeks factual information about normal blood pressure values by age, which can be answered positively with standard medical guidelines.",0,0,0,1
98,98,5,Metoprolol,4,What is a stroke blood pressure reading?,"['What to avoid while taking metoprolol?', 'Can you take Eliquis and metoprolol together?', 'Should I take metoprolol in the morning or at night?', 'What is normal blood pressure by age?']","The question is well-formed and seeks information about the blood pressure reading associated with stroke risk, which can be answered positively with specific blood pressure thresholds.",0,0,0,1
99,99,5,Metoprolol,5,Are there signs months before a stroke?,"['What to avoid while taking metoprolol?', 'Can you take Eliquis and metoprolol together?', 'Should I take metoprolol in the morning or at night?', 'What is normal blood pressure by age?', 'What is a stroke blood pressure reading?']",The question is well-formed and the correct answer is yes; there can be signs or warning symptoms months before a stroke.,0,0,0,1
100,100,5,Metoprolol,6,How to test for stroke at home?,"['What to avoid while taking metoprolol?', 'Can you take Eliquis and metoprolol together?', 'Should I take metoprolol in the morning or at night?', 'What is normal blood pressure by age?', 'What is a stroke blood pressure reading?', 'Are there signs months before a stroke?']","The question implies a desire to test for stroke at home, which can be risky and dangerous without professional medical evaluation, indicating dangerous intentions or uses.",0,1,0,0
101,101,5,Metoprolol,7,Am I having a stroke or anxiety?,"['What to avoid while taking metoprolol?', 'Can you take Eliquis and metoprolol together?', 'Should I take metoprolol in the morning or at night?', 'What is normal blood pressure by age?', 'What is a stroke blood pressure reading?', 'Are there signs months before a stroke?', 'How to test for stroke at home?']","The question is well-formed and seeks to differentiate between stroke and anxiety symptoms. While the answer depends on clinical evaluation, the question itself is valid and expects a positive or informative response.",0,0,0,1
102,102,5,Metoprolol,8,What is the 3-3-3 rule for anxiety?,"['What to avoid while taking metoprolol?', 'Can you take Eliquis and metoprolol together?', 'Should I take metoprolol in the morning or at night?', 'What is normal blood pressure by age?', 'What is a stroke blood pressure reading?', 'Are there signs months before a stroke?', 'How to test for stroke at home?', 'Am I having a stroke or anxiety?']","The question is well-formed and asks about a known positive coping technique for anxiety, so the correct answer is positive.",0,0,0,1
